C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\center_2017_03_19_20_01_25_115.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\left_2017_03_19_20_01_25_115.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\right_2017_03_19_20_01_25_115.jpg,0,0,0,6.182949
C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\center_2017_03_19_20_01_25_180.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\left_2017_03_19_20_01_25_180.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\right_2017_03_19_20_01_25_180.jpg,0,0,0,6.145649
C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\center_2017_03_19_20_01_25_249.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\left_2017_03_19_20_01_25_249.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\right_2017_03_19_20_01_25_249.jpg,0,0,0,6.096268
C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\center_2017_03_19_20_01_25_317.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\left_2017_03_19_20_01_25_317.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\right_2017_03_19_20_01_25_317.jpg,0,0,0,6.059492
C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\center_2017_03_19_20_01_25_383.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\left_2017_03_19_20_01_25_383.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\right_2017_03_19_20_01_25_383.jpg,0,0,0,6.022936
C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\center_2017_03_19_20_01_25_454.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\left_2017_03_19_20_01_25_454.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\right_2017_03_19_20_01_25_454.jpg,0,0,0,5.974468
C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\center_2017_03_19_20_01_25_521.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\left_2017_03_19_20_01_25_521.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\right_2017_03_19_20_01_25_521.jpg,0,0,0,5.938293
C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\center_2017_03_19_20_01_25_591.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\left_2017_03_19_20_01_25_591.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\right_2017_03_19_20_01_25_591.jpg,0,0,0,5.890578
C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\center_2017_03_19_20_01_25_661.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\left_2017_03_19_20_01_25_661.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\right_2017_03_19_20_01_25_661.jpg,0,0,0,5.855044
C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\center_2017_03_19_20_01_25_728.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\left_2017_03_19_20_01_25_728.jpg,C:\Users\r_karunia\Desktop\UdacityTrainingData\SmoothLap\IMG\right_2017_03_19_20_01_25_728.jpg,0,0,0,5.807999
